Year of End Time (Adj),Month of End Time (Adj),In Library,Artist Name,Track Name,Minutes Listened,Ms Played
2021,July,0,John Mellencamp,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),2.906,174360
2021,July,0,John Parr,St. Elmos Fire (Man in Motion),4.196666667,251800
2020,October,0,John Prine,Caravan of Fools,2.471633333,148298
2020,October,0,John Prine,In Spite of Ourselves (feat. Iris DeMent),3.56,213600
2020,October,0,John Prine,In Spite of Ourselves (feat. Iris DeMent),3.56,213600
2021,July,0,John Waite,Missing You,4.496,269760
2021,August,0,Johnny Cash,I've Been Everywhere,0.487183333,29231
2021,August,0,Johnnyswim,Souvenir,3.94275,236565
2020,November,0,Johnnyswim,Summertime Romance,0.7695,46170
2020,October,0,Jon Brion,"Row - From ""Eternal Sunshine of the Spotless Mind""/Score",0.998883333,59933
2020,October,0,Jon Brion,"Row - From ""Eternal Sunshine of the Spotless Mind""/Score",0.998883333,59933
2020,October,0,Jonas Brothers,Before The Storm - featuring Miley Cyrus,0.021633333,1298
2020,December,0,Jonas Brothers,I Need You Christmas,3.434433333,206066
2021,July,0,Joni Mitchell,A Case of You,0.382233333,22934
2021,July,0,Joni Mitchell,A Case of You,2.580816667,154849
2020,November,0,Joni Mitchell,Big Yellow Taxi,2.246666667,134800
2021,July,0,Joni Mitchell,Big Yellow Taxi,2.246666667,134800
2021,July,0,Joni Mitchell,California,0.414266667,24856
2020,November,0,Joni Mitchell,California,3.8371,230226
2021,April,0,Joni Mitchell,River,0.368,22080
2020,October,0,Jonny Greenwood,House of Woodcock,3.890433333,233426
2021,March,0,Jono McCleery,Follow,4.4471,266826
2021,April,0,Jono McCleery,Follow,4.4471,266826
2020,November,0,Jordan Smith,Grown-Up Christmas List,0.066483333,3989
2021,February,0,Jordana,I Guess This is Life,3.527166667,211630
2021,March,0,Jordana,I Guess This is Life,3.527166667,211630
2021,July,0,Jordana,I Guess This is Life,3.527166667,211630
2021,March,0,Jordana,Reason,3.67295,220377
2021,April,0,Jorja Smith,Addicted,1.459716667,87583
2021,May,0,Jorja Smith,Addicted,3.4029,204174
2021,April,0,Jorja Smith,Gone,3.254583333,195275
2020,December,0,Josh Groban,The First Noël (with Faith Hill),0.0231,1386
2020,November,0,Josh Groban,The First Noël (with Faith Hill),0.567233333,34034
2020,October,0,Josh Ritter,Girl in the War,1.911833333,114710
2020,October,0,Josh Ritter,Girl in the War,4.3977,263862
2020,October,0,Josh Ritter,The Temptation of Adam,4.208216667,252493
2020,October,0,Josh Ritter,The Temptation of Adam,4.208216667,252493
2020,December,0,Joshua Burnside,Whiskey Whiskey,2.8596,171576
2020,October,0,Joshua Redman,Can a Good Thing Last Forever?,6.277333333,376640
2020,October,0,Joshua Redman,Can a Good Thing Last Forever?,6.277333333,376640
2020,December,0,José Feliciano,Feliz Navidad,0.694283333,41657
2020,December,0,José Feliciano,Feliz Navidad,3.034433333,182066
2021,July,0,Journey,Stone in Love,4.426,265560
2021,April,0,Joy Again,Disorder,1.1621,69726
2021,April,0,Joy Again,Melty,2.083416667,125005
2021,April,0,Joy Again,Necromancer,0.364416667,21865
2021,April,0,Joy Again,Special Secret Medicine,1.945666667,116740
2021,February,0,Joy Crookes,Early,3.232233333,193934
2021,February,0,Joy Crookes,Early,3.232233333,193934
2021,June,0,Joy Oladokun,Bigger Man (with Maren Morris),1.613233333,96794
2021,May,0,Joy Oladokun,sunday,3.229766667,193786
2020,October,0,Juana Molina,Un Día,5.587333333,335240
2021,March,0,Julia Jacklin,Body,5.126883333,307613
2021,January,0,Julia Jacklin,CRY,3.87245,232347
2021,January,0,Julia Jacklin,CRY,3.87245,232347
2021,January,0,Julia Jacklin,CRY,3.87245,232347
2021,August,0,Julia Jacklin,Don't Know How To Keep Loving You,1.746083333,104765
2020,December,0,Julia Jacklin,Don't Know How To Keep Loving You,5.549766667,332986
2021,July,0,Julia Jacklin,Pressure To Party,0.878566667,52714
2021,March,0,Julia Jacklin,Pressure To Party,3.038433333,182306
2021,April,0,Julia Jacklin,Pressure To Party,3.038433333,182306
2021,June,0,Julia Jacklin,Pressure To Party,3.038433333,182306
2021,July,0,Julia Jacklin,Pressure To Party,3.038433333,182306
2021,July,0,Julia Jacklin,Pressure To Party,3.038433333,182306
2021,March,0,Julia Jacklin,Someday - triple j Like A Version,1.339633333,80378
2021,March,0,Julia Jacklin,Someday - triple j Like A Version,3.075533333,184532
2021,March,0,Julia Jacklin,Someday - triple j Like A Version,4.415133333,264908
2021,April,0,Julia Jacklin,Someday - triple j Like A Version,4.415133333,264908
2021,April,0,Julia Jacklin,"to Perth, before the border closes",2.121583333,127295
2021,March,0,Julia Jacklin,"to Perth, before the border closes",2.94555,176733
2021,April,0,Julia Jacklin,"to Perth, before the border closes",2.94555,176733
2021,January,0,Julia Wolf,Hoops,3.32285,199371
2021,January,0,Julia Wolf,Play It Safe,2.8857,173142
2021,March,0,Julien Baker,Bloodshot,1.309866667,78592
2021,March,0,Julien Baker,Bloodshot,2.47835,148701
2021,March,0,Julien Baker,Bloodshot,3.788433333,227306
2021,March,0,Julien Baker,Bloodshot,3.788433333,227306
2021,March,0,Julien Baker,Bloodshot,3.788433333,227306
2021,March,0,Julien Baker,Crying Wolf,3.499766667,209986
2021,March,0,Julien Baker,Crying Wolf,3.499766667,209986
2021,March,0,Julien Baker,Crying Wolf,3.499766667,209986
2021,March,0,Julien Baker,Crying Wolf,3.499766667,209986
2021,March,0,Julien Baker,Favor,3.796466667,227788
2021,March,0,Julien Baker,Favor,4.636883333,278213
2021,March,0,Julien Baker,Favor,4.636883333,278213
2021,March,0,Julien Baker,Favor,4.636883333,278213
2021,March,0,Julien Baker,Favor,4.636883333,278213
2021,March,0,Julien Baker,Favor,4.636883333,278213
2021,May,0,Julien Baker,Hardline,0.035216667,2113
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Hardline,3.854666667,231280
2021,March,0,Julien Baker,Heatwave,0.008516667,511
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Heatwave,2.734433333,164066
2021,March,0,Julien Baker,Highlight Reel,3.602,216120
2021,March,0,Julien Baker,Highlight Reel,3.602,216120
2021,March,0,Julien Baker,Highlight Reel,3.602,216120
2021,March,0,Julien Baker,Repeat,2.922666667,175360
2021,March,0,Julien Baker,Repeat,2.922666667,175360
2021,March,0,Julien Baker,Ringside,4.014,240840
2021,March,0,Julien Baker,Ringside,4.014,240840
2021,March,0,Julien Baker,Ringside,4.014,240840
2021,March,0,Julien Baker,Ringside,4.014,240840
2021,March,0,Julien Baker,Song in E,2.490566667,149434
2021,March,0,Julien Baker,Song in E,2.740433333,164426
2021,March,0,Julien Baker,Song in E,2.740433333,164426
2021,March,0,Julien Baker,Sour Breath,3.070216667,184213
2021,March,0,Julien Baker,Tokyo,3.732866667,223972
2021,March,0,Julien Baker,Ziptie,3.709333333,222560
2021,March,0,Julien Baker,Ziptie,3.709333333,222560
2020,October,0,Julien Chang,Butterflies From Monaco,5.870383333,352223
2021,February,0,Juls,1985,0.3079,18474
2021,January,0,Juls,Angele Ni Fie,0.198033333,11882
2021,February,0,Juls,Angele Ni Fie,3.3739,202434
2020,October,0,Jungle,Busy Earnin',3.029533333,181772
2021,January,0,Junglepussy,Trader Joe,3.1486,188916
2021,March,0,Junodream,Travel Guide,3.167683333,190061
2020,October,0,Just Friends,I Wanna Love You,4.184616667,251077
2021,January,0,Justin Bieber,Anyone,0.0135,810
2020,November,0,Justin Bieber,Christmas Love,3.446433333,206786
2020,November,0,Justin Bieber,Mistletoe,3.0491,182946
2020,December,0,Justin Bieber,Mistletoe,3.0491,182946
2020,December,0,Justin Bieber,Mistletoe,3.0491,182946
2020,December,0,Justin Bieber,Mistletoe,5.614083333,336845
2020,November,0,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),3.586,215160
2020,November,0,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.089233333,5354
2020,November,0,Justin Timberlake,SexyBack (feat. Timbaland),4.04555,242733
2021,January,0,Justin Timberlake,Summer Love,0.42995,25797
2021,January,0,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),7.476216667,448573
2020,December,0,KAYTRANADA,10%,3.111333333,186680
2021,April,0,KAYTRANADA,Vex Oh (feat. Eight9FLY),0.178833333,10730
2021,April,0,KAYTRANADA,Vex Oh (feat. Eight9FLY),0.406033333,24362
2021,March,0,KAYTRANADA,Vex Oh (feat. Eight9FLY),2.362666667,141760
2021,July,0,KT Tunstall,Suddenly I See,3.361766667,201706
2021,June,0,KYLE,Playinwitme (feat. Kehlani),3.194666667,191680
2021,May,0,Kacey Musgraves,Follow Your Arrow,3.327333333,199640
2020,November,0,Kacey Musgraves,Glittery - From The Kacey Musgraves Christmas Show,2.391116667,143467
2020,December,0,Kacey Musgraves,Glittery - From The Kacey Musgraves Christmas Show,2.391116667,143467
2020,December,0,Kacey Musgraves,Glittery - From The Kacey Musgraves Christmas Show,2.391116667,143467
2020,October,0,Kacey Musgraves,Merry Go 'Round,3.448216667,206893
2021,January,0,Kacy Hill,I Believe In You (feat. Francis and The Lights),3.595583333,215735
2021,January,0,Kacy Hill,To Someone Else,2.9906,179436
2021,January,0,Kacy Hill,To Someone Else,2.9906,179436
2021,January,0,Kacy Hill,Unkind,3.311466667,198688
2021,January,0,Kailee Morgue,Medusa,3.383766667,203026
2021,January,0,Kaiser Chiefs,Ruby,0.687616667,41257
2021,January,0,Kaiser Chiefs,Ruby,2.692616667,161557
2020,October,0,Kalbells,Cool and Bendable,1.161416667,69685
2021,April,0,Kalbells,Cool and Bendable,3.481633333,208898
2021,September,0,Kanye West,24,0.187366667,11242
2021,September,0,Kanye West,24,2.956616667,177397
2021,September,0,Kanye West,24,3.2983,197898
2021,September,0,Kanye West,Come to Life,5.173216667,310393
2021,September,0,Kanye West,Donda,0.01635,981
2021,September,0,Kanye West,Donda,2.13855,128313
2021,September,0,Kanye West,Donda,2.13855,128313
2021,September,0,Kanye West,Donda,2.13855,128313
2021,August,0,Kanye West,Donda Chant,0.867683333,52061
2021,June,0,Kanye West,Fade,3.229116667,193747
2021,July,0,Kanye West,Fade,3.229116667,193747
2021,September,0,Kanye West,God Breathed,0.11275,6765
2021,September,0,Kanye West,God Breathed,0.289416667,17365
2021,September,0,Kanye West,God Breathed,1.9652,117912
2021,August,0,Kanye West,God Breathed,5.557683333,333461
2021,September,0,Kanye West,Heaven and Hell,0.119883333,7193
2021,September,0,Kanye West,Heaven and Hell,1.890916667,113455
2021,September,0,Kanye West,Heaven and Hell,2.421683333,145301
2021,September,0,Kanye West,Heaven and Hell,2.421683333,145301
2021,September,0,Kanye West,Heaven and Hell,2.421683333,145301
2021,June,0,Kanye West,I Love It (& Lil Pump),2.132433333,127946
2021,September,0,Kanye West,Jesus Lord,2.770433333,166226
2021,September,0,Kanye West,Jesus Lord,7.505316667,450319
2021,September,0,Kanye West,Jesus Lord,8.9756,538536
2021,September,0,Kanye West,Jonah,1.449316667,86959
2021,August,0,Kanye West,Jonah,3.252833333,195170
2021,September,0,Kanye West,Jonah,3.252833333,195170
2021,September,0,Kanye West,Jonah,3.252833333,195170
2021,September,0,Kanye West,Junya,0.7699,46194
2021,September,0,Kanye West,Junya,2.461133333,147668
2021,September,0,Kanye West,Junya,2.461133333,147668
2021,September,0,Kanye West,Keep My Spirit Alive,0.9888,59328
2021,September,0,Kanye West,Keep My Spirit Alive,3.68975,221385
2021,September,0,Kanye West,Keep My Spirit Alive,3.68975,221385
2021,September,0,Kanye West,Keep My Spirit Alive,3.68975,221385
2021,September,0,Kanye West,Lord I Need You,2.7018,162108
2021,September,0,Kanye West,New Again,2.337066667,140224
2021,September,0,Kanye West,New Again,3.054933333,183296
2021,September,0,Kanye West,No Child Left Behind,1.005133333,60308
2021,September,0,Kanye West,Off The Grid,0.011366667,682
2021,September,0,Kanye West,Off The Grid,0.24,14400
2021,September,0,Kanye West,Off The Grid,0.717866667,43072
2021,September,0,Kanye West,Off The Grid,3.368516667,202111
2021,August,0,Kanye West,Off The Grid,5.65415,339249
2021,September,0,Kanye West,Pure Souls,5.977016667,358621
2021,September,0,Kanye West,Remote Control,0.7879,47274
2021,September,0,Kanye West,Remote Control,3.310216667,198613
2021,September,0,Kanye West,Remote Control,3.310216667,198613
2021,September,0,Kanye West,Remote Control,3.310216667,198613
2021,September,0,Kanye West,Tell The Vision,1.736966667,104218
2021,February,0,Kate Bollinger,A Couple Things,2.666766667,160006
2020,October,0,Kate Bollinger,Candy,3.857066667,231424
2020,November,0,Kate Bollinger,Feel Like Doing Nothing,2.541183333,152471
2021,June,0,Kate Nash,Birds,4.422433333,265346
2021,June,0,Kate Nash,Dickhead,0.420033333,25202
2021,January,0,Kate Nash,Foundations,4.085333333,245120
2021,June,0,Kate Nash,Foundations,4.085333333,245120
2021,June,0,Kate Nash,Life in Pink,4.26,255600
2021,June,0,Kate Nash,Mariella,0.290833333,17450
2021,June,0,Kate Nash,Merry Happy,0.91,54600
2021,June,0,Kate Nash,Mouthwash,5.0331,301986
2021,June,0,Kate Nash,Nicest Thing,4.091766667,245506
2021,June,0,Kate Nash,Play,0.012433333,746
2021,June,0,Kate Nash,Pumpkin Soup,2.992216667,179533
2021,June,0,Kate Nash,Shit Song (Interlude) / Shit Song,0.155016667,9301
2021,June,0,Kate Nash,Skeleton Song,1.177416667,70645
2021,June,0,Kate Nash,Skeleton Song,3.946083333,236765
2021,June,0,Kate Nash,We Get On,4.5731,274386
2020,December,0,Katie Dey,Dancing,0.457583333,27455
2021,February,0,Katy J Pearson,Something Real,3.90265,234159
2021,March,0,Katy Kirby,Juniper,2.65755,159453
2021,July,0,Keane,Somewhere Only We Know,0,0
2020,November,0,Kelly Clarkson,Under The Mistletoe,3.76145,225687
2020,December,0,Kelly Clarkson,Under The Mistletoe,3.76145,225687
2020,December,0,Kelly Clarkson,Underneath the Tree,0.017066667,1024
2020,December,0,Kelly Clarkson,Underneath the Tree,0.2247,13482
2020,November,0,Kelly Clarkson,Underneath the Tree,3.827333333,229640
2020,December,0,Kelly Clarkson,Underneath the Tree,3.827333333,229640
2020,December,0,Kelly Clarkson,Underneath the Tree,3.827333333,229640
2020,December,0,Kelly Clarkson,Underneath the Tree,3.827333333,229640
2020,December,0,Kelly Clarkson,Underneath the Tree,3.827333333,229640
2020,December,0,Kelly Clarkson,Underneath the Tree,3.827333333,229640
2020,December,0,Kelly Clarkson,Wrapped in Red,1.379433333,82766
2020,November,0,Kendrick Lamar,Complexion (A Zulu Love),0.654233333,39254
2020,November,0,Kendrick Lamar,King Kunta,0.017416667,1045
2020,November,0,Kendrick Lamar,Mortal Man,0.050483333,3029
2021,March,0,Kerris Dorsey,The Show,0.597333333,35840
2020,October,0,Kesha,Die Young,3.532,211920
2021,July,0,Kesha,Praying,0.761316667,45679
2021,May,0,Kevin Garrett,Coloring,3.660883333,219653
2020,October,0,Kevin Krauter,Pretty Boy,3.883116667,232987
2021,February,0,Kevin Morby,Beautiful Strangers,6.26505,375903
2021,March,0,Kevin Morby,Valley,2.176133333,130568
2020,October,0,Khalid,8TEEN,3.81,228600
2020,October,0,Khalid,Location,3.651333333,219080
2020,October,0,Khalid,Saved,2.7206,163236
2021,April,0,Khruangbin,So We Won't Forget,4.972216667,298333
2021,February,0,Khruangbin,Texas Sun,4.213516667,252811
2021,February,0,Khruangbin,Texas Sun,4.213516667,252811
2021,April,0,Khruangbin,Texas Sun,4.213516667,252811
2021,April,0,Kid Bloom,"Hold In, Hold On",0.039816667,2389
2021,March,0,Kid Bloom,"Hold In, Hold On",0.482516667,28951
2021,April,0,Kid Bloom,"Hold In, Hold On",0.692316667,41539
2021,April,0,Kid Bloom,"Hold In, Hold On",0.889533333,53372
2021,February,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,February,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,March,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,April,0,Kid Bloom,"Hold In, Hold On",2.6611,159666
2021,January,0,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),0.70815,42489
2021,January,0,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),2.05585,123351
2021,August,0,Kid Cudi,Mr. Rager,4.90355,294213
2020,October,0,Kid Cudi,Pursuit Of Happiness (Nightmare),4.92155,295293
2020,October,0,Kid Cudi,Pursuit Of Happiness (Nightmare),4.92155,295293
2021,August,0,Kid Francescoli,Moon (And It Went Like),0.911766667,54706
2021,August,0,Kid Francescoli,Moon (And It Went Like),6.510633333,390638
2020,October,0,Kim Petras,I Don't Want It At All,4.176916667,250615
2021,January,0,Kina Grannis,Crawl,0.027716667,1663
2021,January,0,Kina Grannis,Crawl,2.625,157500
2021,January,0,Kina Grannis,Crawl,2.625,157500
2021,January,0,Kina Grannis,Crawl,2.625,157500
2021,May,0,Kina Grannis,Dream a Little Dream of Me,2.372983333,142379
2021,January,0,Kina Grannis,Sorry,3.663633333,219818
2021,January,0,Kina Grannis,Sorry,3.663633333,219818
2021,January,0,Kina Grannis,Sorry,3.663633333,219818
2021,January,0,Kina Grannis,When the Smoke Clears,3.8,228000
2021,January,0,Kina Grannis,When the Smoke Clears,3.8,228000
2020,December,0,King Harvest,Dancing in the Moonlight,0.393883333,23633
2021,July,0,King Harvest,Dancing in the Moonlight,3.018883333,181133
2021,July,0,King Princess,1950,0.021283333,1277
2020,October,0,King Princess,1950,3.752216667,225133
2020,October,0,King Princess,1950,3.752216667,225133
2020,December,0,King Princess,1950,3.752216667,225133
2020,December,0,King Princess,1950,3.752216667,225133
2021,June,0,King Princess,1950,3.752216667,225133
2021,June,0,King Princess,1950,3.752216667,225133
2021,July,0,King Princess,1950,3.752216667,225133
2021,August,0,King Princess,Ain't Together,3.371333333,202280
2020,October,0,King Princess,Holy,2.9111,174666
2021,June,0,King Princess,Holy,2.9111,174666
2021,June,0,King Princess,Holy,2.9111,174666
2020,October,0,King Princess,If You Think It's Love,3.3991,203946
2021,June,0,King Princess,PAIN,0.0263,1578
2021,June,0,King Princess,PAIN,0.06675,4005
2021,July,0,King Princess,Pussy Is God,0.356633333,21398
2021,April,0,King Princess,Pussy Is God,1.706666667,102400
2020,October,0,King Princess,Tough On Myself,3.7251,223506
2021,March,0,Kings of Convenience,Misread,3.14,188400
2021,May,0,Kings of Leon,Family Tree,0.014933333,896
2021,April,0,Kishi Bashi,Marigolds,3.878666667,232720
2020,October,0,Kleerup,Until We Bleed (feat. Lykke Li),4.400666667,264040
2021,August,0,Knox Fortune,Come Over,0.005683333,341
2021,February,0,Koffee,Lockdown,0.758416667,45505
2021,August,0,Koven,Say What You Want,0.437683333,26261
2020,December,0,Kurt Vile,Baby's Arms,4.744,284640
2020,December,0,Kurt Vile,How Lucky,3.385283333,203117
2021,March,0,Kurt Vile,Pretty Pimpin,4.979333333,298760
2021,August,0,L Devine,Girls Like Sex,0.249266667,14956
2021,January,0,LANY,cowboy in LA,0.2704,16224
2021,January,0,LAUNDRY DAY,CHA,3.408333333,204500
2021,January,0,LAUNDRY DAY,CHA,3.408333333,204500
2021,January,0,LAUNDRY DAY,Evening News,5.45,327000
2021,January,0,LAUNDRY DAY,Harvard,1.416583333,84995
2021,January,0,LAUNDRY DAY,Harvard,1.718483333,103109
2021,January,0,LAUNDRY DAY,Jane,4.2848,257088
2021,June,0,La Roux,Sexotheque,4.315766667,258946
2021,June,0,Lady Gaga,Just Dance,4.032216667,241933
2021,June,0,Lady Gaga,Telephone,3.677333333,220640
2020,December,0,Lady Lamb,Crane Your Neck,6.46155,387693
2021,March,0,Lady Lamb,We've Got a Good Thing Going,5.328983333,319739
2021,March,0,Lala Lala,Destroyer,3.209166667,192550
2020,October,0,Lala Lala,"Legs, Run",0.051466667,3088
2021,March,0,Lana Del Rey,Breaking Up Slowly,2.958916667,177535
2021,September,0,Lana Del Rey,Brooklyn Baby,3.19785,191871
2021,March,0,Lana Del Rey,Chemtrails Over The Country Club,0.061866667,3712
2021,March,0,Lana Del Rey,Chemtrails Over The Country Club,4.5196,271176
2021,March,0,Lana Del Rey,Dance Till We Die,4.050583333,243035
2021,March,0,Lana Del Rey,Dark But Just A Game,3.927733333,235664
2021,March,0,Lana Del Rey,For Free,4.196966667,251818
2021,March,0,Lana Del Rey,Let Me Love You Like A Woman,3.34435,200661
2021,March,0,Lana Del Rey,Not All Who Wander Are Lost,4.117316667,247039
2020,November,0,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,3.581866667,214912
2021,June,0,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,3.581866667,214912
2021,March,0,Lana Del Rey,Tulsa Jesus Freak,3.59455,215673
2021,March,0,Lana Del Rey,White Dress,1.118333333,67100
2021,March,0,Lana Del Rey,White Dress,5.561833333,333710
2021,March,0,Lana Del Rey,Wild At Heart,4.11015,246609
2021,March,0,Lana Del Rey,Yosemite,5.08,304800
2021,April,0,Land of Talk,A/B Futures,3.660083333,219605
2021,March,0,Large Professor,In the Sun,0.00675,405
2021,March,0,Large Professor,In the Sun,0.012433333,746
2021,March,0,Large Professor,In the Sun,0.020616667,1237
2021,March,0,Large Professor,In the Sun,2.201966667,132118
2020,November,0,Las Culturistas with Matt Rogers and Bowen Yang,"""And I'm Bethenny"" (w/ Pat Regan) ",17.36995,1042197
2020,November,0,Las Culturistas with Matt Rogers and Bowen Yang,"""And I'm Bethenny"" (w/ Pat Regan) ",49.536,2972160
2021,March,0,Laundromat,Bureau de Fatigue,3.728166667,223690
2020,November,0,Laura Elliott,Grass Stains,1.420233333,85214
2020,October,0,Laura Elliott,Grass Stains,4.005233333,240314
2020,November,0,Laura Elliott,Grass Stains,4.005233333,240314
2020,December,0,Laura Marling,Held Down,4.132,247920
2020,December,0,Laura Marling,Held Down,4.132,247920
2020,November,0,Lauren Daigle,You Say,0.145766667,8746
2021,February,0,Lav,Reds,2.978066667,178684
2021,March,0,Lawrence,Do You Wanna Do Nothing with Me?,1.0791,64746
2020,October,0,Leith Ross,Everyone I've Never Met,3.189216667,191353
2021,June,0,Lennon Stella,Every Time You Go Away,0.052883333,3173
2021,June,0,Lennon Stella,Every Time You Go Away,0.202883333,12173
2021,June,0,Lennon Stella,Every Time You Go Away,0.5543,33258
2021,July,0,Lennon Stella,Golf On TV feat. JP Saxe,0.3523,21138
2021,June,0,Lennon Stella,La Di Da,0.272333333,16340
2021,June,0,Lennon Stella,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,2.671483333,160289
2021,July,0,Leo Sayer,You Make Me Feel Like Dancing - Remastered,0.01315,789
2021,July,0,Leo Sayer,You Make Me Feel Like Dancing - Remastered,3.657766667,219466
2021,July,0,Leon Bridges,Bad Bad News,3.4551,207306
2020,November,0,Leon Bridges,Coming Home,3.439766667,206386
2021,August,0,Leon Bridges,Coming Home,3.439766667,206386
2021,May,0,Leon Bridges,River,3.58515,215109
2021,July,0,Leon Bridges,River,4.003333333,240200
2020,October,0,Lera Lynn,The Only Thing Worth Fighting For - From The HBO Series True Detective,3.276883333,196613
2020,December,0,Liam Payne,Naughty List (with Dixie),0.027366667,1642
2021,February,0,Lianne La Havas,Bittersweet,0.101683333,6101
2020,October,0,Lianne La Havas,Bittersweet - Full Length,1.751816667,105109
2020,October,0,Lianne La Havas,Bittersweet - Full Length,3.180533333,190832
2021,February,0,Lianne La Havas,Bittersweet - Radio Edit,3.944,236640
2021,April,0,Lianne La Havas,Can't Fight,0.103816667,6229
2021,April,0,Lianne La Havas,Can't Fight,0.740616667,44437
2021,April,0,Lianne La Havas,Can't Fight,1.00835,60501
2020,October,0,Lianne La Havas,Can't Fight,3.176,190560
2020,October,0,Lianne La Havas,Green Papaya,4.09355,245613
2020,October,0,Lianne La Havas,Out Of Your Mind - Interlude,1.076883333,64613
2021,July,0,Lianne La Havas,Paper Thin,0.165333333,9920
2020,October,0,Lianne La Havas,Paper Thin,4.978666667,298720
2020,December,0,Lianne La Havas,Paper Thin,4.978666667,298720
2021,April,0,Lianne La Havas,Read My Mind,0.49955,29973
2021,April,0,Lianne La Havas,Read My Mind,4.226483333,253589
2020,October,0,Lianne La Havas,Read My Mind,4.80755,288453
2020,October,0,Lianne La Havas,Weird Fishes,1.783666667,107020
2020,December,0,Lido Pimienta,Nada,4.55365,273219
2021,June,0,Life in Film,Get Closer,4.086983333,245219
2021,February,0,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",3.245533333,194732
2021,May,0,Lil Nas X,MONTERO (Call Me By Your Name),1.274316667,76459
2021,June,0,Lil Nas X,MONTERO (Call Me By Your Name),2.297916667,137875
2021,July,0,Lily Allen,Smile,0.502316667,30139
2021,July,0,Linda Ronstadt,You're No Good,3.733766667,224026
2021,June,0,Linkin Park,Leave Out All The Rest,3.488433333,209306
2021,July,0,Lionel Richie,Endless Love,4.426883333,265613
2020,October,0,Litany,Bedroom,3.113016667,186781
2021,May,0,Litany,Call On Me,3.71345,222807
2020,December,0,Litany,PS2,4.294616667,257677
2021,February,0,Little Dragon,Ritual Union,3.504433333,210266
2021,March,0,Little Dragon,Where You Belong,1.857466667,111448
2021,March,0,Little Dragon,Where You Belong,3.450616667,207037
2021,April,0,Little Dragon,Where You Belong,3.450616667,207037
2021,July,0,Little Feat,Skin It Back,0.515866667,30952
2021,August,0,Little Mix,Stereo Soldier,3.421333333,205280
2021,July,0,Little River Band,Reminiscing - Remastered,4.218,253080
2021,June,0,Lizzo,Good as Hell,0,0
2021,June,0,Lizzo,Good as Hell,0.094933333,5696
2021,July,0,Lizzo,Good as Hell,0.1605,9630
2021,June,0,Lizzo,Good as Hell,0.178016667,10681
2021,June,0,Lizzo,Tempo (feat. Missy Elliott),0.238216667,14293
2021,January,0,Lloyd,Get It Shawty,3.492216667,209533
2021,July,0,Local Natives,Café Amarillo,4.398,263880
2021,June,0,Local Natives,Coins,3.96155,237693
2021,July,0,Local Natives,Coins,3.96155,237693
2020,December,0,Local Natives,Dark Days,3.006883333,180413
2021,August,0,Local Natives,Dark Days,3.006883333,180413
2021,August,0,Local Natives,Dark Days [Feat. Sylvan Esso],3.0202,181212
2020,October,0,Local Natives,Future Lover,3.0125,180750
